#PATH-POINTS-START RedNegative1
-15.152, 55.73, 30.822
-14.596, 53.809, 30.822
-14.123, 51.867, 30.822
-13.723, 49.907, 30.822
-13.39, 47.935, 30.822
-13.116, 45.954, 30.822
-12.895, 43.966, 30.822
-12.722, 41.974, 23.202
-12.577, 39.86, 0
-12.577, 39.86, 0
-11.215, 19.906, 0
endData
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib Tarball v0.5","gc":{"robotWidth":16.5,"robotHeight":18.5,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2025 - High Stakes","signature":"V5RC 2025 - High Stakes","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"XrJ3wZI1qO","x":-61,"y":47.5,"lock":false,"visible":true,"heading":270,"__type":"end-point"},{"uid":"AeTEdRkgGd","x":-43.34836169672339,"y":47.5809388034961,"lock":false,"visible":true,"__type":"control"},{"uid":"MWS15JkszB","x":-43.517664780994295,"y":36.576238325887054,"lock":false,"visible":true,"__type":"control"},{"uid":"SrZ5gIRrKT","x":-28.61899336515436,"y":26.925962522445275,"lock":false,"visible":true,"heading":305,"__type":"end-point"}],"speedProfiles":[{"uid":"XmyPr9fEJU","xPos":0.5714285714285714,"yPos":0.760926756183878,"followBentRate":true},{"uid":"NTSKDt3ZDR","xPos":0.8571428571428571,"yPos":0.27885462777028625,"followBentRate":true}],"lookaheadKeyframes":[],"uid":"AVvJ51S6Vn"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":0,"to":50},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"RedNegative1","uid":"dMo1jZqGLu","lock":true,"visible":true},{"segments":[{"controls":[{"uid":"8yB9eB5DKY","x":-28.449690280883452,"y":26.756659438174367,"lock":false,"visible":true,"heading":325,"__type":"end-point"},{"uid":"sg0UGvl9Gp","x":-39.27088758846778,"y":41.82247464689482,"lock":false,"visible":true,"__type":"control"},{"uid":"0BuIwatsQe","x":-34.95281718189895,"y":49.86978767731854,"lock":false,"visible":true,"__type":"control"},{"uid":"EpB6L2iTd9","x":-23,"y":47,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"kQKnpnWpza"},{"controls":[{"uid":"EpB6L2iTd9","x":-23,"y":47,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"xwljoyFzax","x":-11.007154018199085,"y":44.962889488035785,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"X1bIp6oLzh"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":0,"to":60},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"RedNegative2Backup","uid":"Zzqbv4Q1iF","lock":true,"visible":false},{"segments":[{"controls":[{"uid":"SwPYnHJuMc","x":-28.770125463402675,"y":26.905504151475228,"lock":false,"visible":true,"heading":45,"__type":"end-point"},{"uid":"UhU8kAUzU8","x":-14.540120714482672,"y":36.71930053004075,"lock":false,"visible":true,"__type":"control"},{"uid":"ozgYxYm61B","x":-21.409778179478536,"y":44.17778577775054,"lock":false,"visible":true,"__type":"control"},{"uid":"lFvHCr5Y6e","x":-26.512952296332607,"y":52.8139265908882,"lock":false,"visible":true,"heading":30,"__type":"end-point"}],"speedProfiles":[{"uid":"P30w98rdcV","xPos":0.6875,"yPos":0.39672783163540914,"followBentRate":true}],"lookaheadKeyframes":[],"uid":"aqrehPq1su"},{"controls":[{"uid":"lFvHCr5Y6e","x":-26.512952296332607,"y":52.8139265908882,"lock":false,"visible":true,"heading":30,"__type":"end-point"},{"uid":"hqPc3Iyxus","x":-31.223574558044056,"y":71.8526915653053,"lock":false,"visible":true,"__type":"control"},{"uid":"qm9B05sQ1s","x":-14.343844786911362,"y":73.03034713073318,"lock":false,"visible":true,"__type":"control"},{"uid":"fCp12bXToO","x":-12.577361438769568,"y":39.859715371181714,"lock":false,"visible":true,"heading":180,"__type":"end-point"}],"speedProfiles":[{"uid":"qCzrKH7IYQ","xPos":0.5454545454545454,"yPos":0.3669233490412269,"followBentRate":true}],"lookaheadKeyframes":[],"uid":"OCKymlUcyK"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":0,"to":84},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"RedNegative2","uid":"VOpHfs8wtv","lock":false,"visible":true}]}
